pose_id,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index,pose
723,pushups_down,-23.568838,71.43046,-78.45422,-22.400236,73.18093,-88.28624,-21.062426,73.59424,-88.298874,-19.884058,73.82345,-88.32821,-25.830013,70.43284,-87.54196,-26.816904,68.98513,-87.55393,-27.655441,67.59793,-87.568924,-15.9519415,67.38172,-100.52017,-27.764055,59.698463,-97.88616,-20.717693,67.93842,-78.46736,-24.064857,64.67749,-77.73382,3.1374807,47.12568,-93.01158,-29.185427,28.514961,-81.00404,26.386812,24.419127,-65.4085,-43.68926,5.190508,-49.805237,20.697203,56.926113,-45.534454,-42.67955,36.45148,-27.157185,21.315857,64.86115,-51.344307,-46.017723,42.127125,-28.74601,17.228422,65.06134,-51.27483,-43.589405,45.053448,-31.90145,16.460772,62.125057,-44.912247,-41.34857,43.363754,-27.463081,6.5125356,3.2090838,-4.46522,-6.512554,-3.2090838,4.46522,11.476652,-11.518149,87.75688,-1.8451049,-14.209984,101.95328,16.495777,-27.17121,186.01556,1.9832969,-30.072706,197.31114,17.655128,-32.310703,198.07382,3.8908844,-36.54719,208.79173,14.225596,-12.762387,208.44044,-2.3785143,-18.697063,218.76949
724,pushups_down,50.368492,30.88373,-21.091162,52.628223,29.238623,-23.642673,52.761833,28.329205,-23.644531,52.910362,27.32489,-23.664532,52.489326,30.716911,-28.148804,52.494804,30.90362,-28.158321,52.497803,31.07261,-28.171947,52.31281,21.241457,-26.502605,51.53499,28.2644,-46.50856,48.59586,27.953869,-20.092,48.48233,29.351992,-25.88396,41.718792,-2.2199638,-10.050373,35.56959,22.871971,-53.475372,40.15946,-17.03825,28.001276,11.572898,16.928232,-47.91664,43.14166,-9.340772,63.973705,17.739317,42.65394,-40.36671,44.52418,-7.893986,66.704994,21.048752,47.04403,-45.326817,45.619537,-4.238733,62.94576,23.187197,44.77031,-46.243717,44.21259,-3.236032,63.359844,22.662539,42.880733,-40.368134,2.3436525,-7.783065,17.494244,-2.3436525,7.783065,-17.494244,-13.300809,-17.997099,67.22997,-27.565723,3.422153,9.554513,-25.564484,-35.66851,116.43757,-52.961506,-8.900982,36.457478,-28.050232,-39.239605,121.61104,-57.0948,-14.641249,39.421486,-27.048958,-30.758133,126.33475,-51.125515,8.253358,36.08037
725,pushups_down,-7.246419,76.21819,-67.246635,-4.6704373,73.78942,-72.46557,-2.8370426,73.4866,-72.49159,-0.9801506,72.58929,-72.53229,-9.116801,72.976204,-72.09793,-10.300679,72.18845,-72.12143,-11.4086895,71.382904,-72.14263,1.6520085,66.252365,-73.18347,-12.818077,63.448715,-72.00041,-3.464599,75.166626,-64.535255,-9.506234,75.1098,-64.167145,18.027302,40.83302,-61.075638,-21.822021,39.076927,-59.70935,36.516182,9.938372,-38.077347,-39.43575,21.044212,-34.82747,33.3581,45.973484,-24.070805,-31.729004,55.084026,-14.535868,36.92953,55.438404,-26.061646,-34.135445,61.441784,-14.311673,32.435455,56.38021,-26.373268,-30.153906,61.865932,-14.884874,29.589962,52.158863,-23.558958,-28.211748,59.300423,-13.857013,8.0359745,0.69553334,-1.1740253,-8.0359745,-0.69553334,1.1740253,5.7614903,-4.5157404,60.690563,-7.9436436,-2.7780893,65.277084,3.6436331,-20.901718,132.44064,-6.8860345,-18.166609,135.95145,2.790865,-28.183369,141.5313,-4.725144,-25.348143,144.83614,3.1093903,-4.9361024,157.14299,-7.5762606,-4.4493837,160.17567
726,pushups_down,-56.588047,32.246815,-38.474277,-59.17069,28.516493,-45.54746,-58.989506,27.884377,-45.55773,-58.821148,27.211895,-45.578426,-59.563457,28.514143,-37.51249,-59.64805,27.8542,-37.516655,-59.765648,27.112263,-37.53309,-56.31269,19.090952,-61.242928,-57.732517,19.453386,-26.067337,-53.1754,29.76256,-42.66965,-53.505795,30.416908,-32.482075,-34.715954,10.918194,-64.32149,-44.194893,2.2377977,1.6470101,-9.846749,5.839362,-50.67035,-28.564325,5.561545,41.20807,-18.92071,28.660648,-25.533724,-28.372107,27.167347,65.122925,-19.628508,36.17446,-29.015005,-29.833082,33.99103,68.54571,-23.514757,35.35973,-28.84338,-30.633512,35.723286,63.71374,-23.798576,32.446705,-24.672821,-29.32057,31.881035,63.575203,2.915908,5.1719775,-21.655918,-2.915921,-5.1719775,21.655918,32.786068,7.679893,10.271809,19.678534,1.2364011,69.63058,56.935818,6.5375447,35.567535,40.241554,-2.5423267,117.97397,62.007217,1.5436499,37.65082,43.728073,-6.9627495,122.92926,58.47631,29.796652,24.77174,44.21393,14.431808,122.77498
727,pushups_down,-39.31307,-35.819645,82.39628,-39.22228,-35.27293,82.02358,-39.140827,-34.519623,82.016304,-39.10959,-33.820232,82.001976,-38.69584,-37.887104,82.98129,-38.416557,-38.193165,82.967705,-38.139553,-38.466488,82.91177,-38.154335,-31.244034,72.4415,-36.914173,-35.237724,76.92015,-37.638786,-32.983418,78.04233,-37.395634,-35.298756,79.34878,-32.386528,-19.10774,40.43731,-28.904846,-32.305954,67.77362,-33.423847,21.315266,28.300022,-31.242374,6.5718727,43.80809,-38.986034,43.7615,27.874746,-37.237415,37.582546,8.127167,-40.084747,51.134785,23.6314,-35.902332,39.58014,5.603201,-38.179317,48.769344,24.820078,-35.062733,41.124077,4.802869,-37.163292,46.55305,28.47768,-34.205887,41.48051,6.8969207,-0.5784387,5.636751,-7.597776,0.57842904,-5.636751,7.597776,22.808697,25.012827,-26.792309,20.009619,1.6464386,4.4447594,32.454758,36.001026,-76.519394,37.609203,31.90367,-63.980423,32.542873,34.910534,-81.18184,39.38241,32.34194,-70.790565,41.812546,49.81458,-84.885735,48.533203,55.183445,-82.14727
728,pushups_down,51.268272,11.3013115,4.395473,53.83787,8.151014,4.8169203,53.959732,7.441734,4.8044367,54.089592,6.659705,4.7933173,53.781994,8.597543,-1.0078539,53.85582,8.258037,-1.0184069,53.91514,7.8758554,-1.0277913,53.328312,1.5106922,9.175693,52.81302,3.5598617,-16.806355,48.843967,9.22993,7.14757,48.763435,9.807814,-0.35826948,39.81877,-11.771298,21.527628,39.779797,3.7671204,-30.763397,22.266245,-11.857565,35.22147,18.919682,6.340886,-24.823719,26.574833,12.208224,36.49011,26.450104,22.210087,0.80238265,27.549511,19.23982,36.50588,27.571583,29.784098,0.62096286,29.405693,22.04848,31.972658,30.082712,28.85711,1.2423018,29.02646,17.691923,34.126915,29.700243,25.522676,1.79562,0.8675989,-5.7560334,18.358936,-0.86760294,5.7560296,-18.358936,-23.994486,12.690206,36.88775,-26.05947,20.059933,-2.2504213,-45.666267,22.695269,55.3774,-52.698708,31.811169,7.5031147,-50.803524,22.16361,56.62238,-56.29051,28.083483,8.195963,-47.601936,42.3976,54.996693,-52.38695,51.272655,1.4009565
729,pushups_down,-53.44969,40.160965,-38.0388,-54.142548,39.67388,-44.783634,-51.86132,43.439327,-44.783703,-51.27144,44.228966,-44.787823,-55.513363,37.392803,-41.46291,-55.39629,35.60129,-41.492336,-55.542236,34.624825,-41.514744,-49.53734,40.568184,-59.599133,-53.015667,32.72497,-45.343964,-46.20702,40.139675,-41.138275,-51.028835,36.330433,-37.082764,-27.547764,36.040382,-61.821133,-44.103783,-0.4586829,-35.79162,-2.6884217,40.809788,-52.9917,-42.34785,-28.432135,4.040928,-10.995528,68.05996,-38.182716,-40.34208,1.3630965,44.619324,-13.3924885,74.10912,-41.069454,-45.38508,12.5864105,48.69261,-16.58887,72.11088,-40.24526,-43.62077,15.974125,44.855,-16.162584,69.78438,-37.465923,-42.137936,15.355947,44.146835,4.168613,7.08927,-15.762144,-4.1686306,-7.0892887,15.762144,21.59243,-4.9157186,46.934616,11.318049,-14.771196,73.82601,37.29105,-23.328213,96.128204,23.481794,-30.80129,130.20746,41.425346,-31.212833,101.78987,28.885698,-36.6599,136.85698,37.888317,-13.213508,103.27112,25.872458,-19.838451,146.03433
730,pushups_down,-30.114735,52.610325,-118.97907,-33.72259,47.545303,-121.604225,-35.987785,40.527145,-121.62086,-36.38478,37.45205,-121.68727,-34.456165,55.44015,-120.40704,-34.942406,56.89785,-120.41732,-35.450085,58.508293,-120.44513,-39.21224,30.434895,-111.698875,-38.42913,57.080162,-106.88667,-28.200563,43.077614,-112.20653,-28.789192,52.388836,-110.86307,-24.994434,6.3358583,-98.4416,-37.867245,43.14555,-75.46895,10.304505,4.431636,-96.44365,-19.068462,34.199554,-44.208523,27.550587,56.03766,-89.56006,-15.854272,42.637367,-23.447899,32.195644,66.63891,-95.68066,-18.079777,43.653664,-21.199987,26.989052,72.72327,-90.03482,-17.918734,48.70395,-22.719135,24.778784,69.13161,-86.93199,-16.135403,45.862015,-23.359186,2.8671925,-9.556498,-6.2567005,-2.8671882,9.556501,6.2567005,28.658794,-23.388287,38.464645,21.91283,-12.152314,54.868786,36.951557,-31.402216,86.17562,31.637016,-24.217459,101.829254,38.147076,-35.880505,90.78876,33.030914,-31.29174,107.379684,42.682987,-29.043562,85.841446,40.65898,-25.659513,106.590096
731,pushups_down,16.608175,37.189808,-188.5067,18.000153,41.81765,-189.2979,17.719349,42.96065,-189.28764,17.419199,44.09435,-189.3246,18.663513,39.398922,-189.64218,19.043613,38.57552,-189.65053,19.406115,37.76302,-189.62738,16.661173,44.177883,-161.31813,18.914267,36.29557,-162.33028,14.427569,36.47402,-174.2631,15.478039,33.353867,-174.60324,17.610676,38.238518,-107.942024,11.019487,33.061428,-123.67084,19.268755,73.57559,-61.096172,9.074417,68.09806,-84.51755,26.77955,89.07848,-28.038288,21.501472,88.72929,-55.538918,29.860931,89.31777,-28.570154,24.174427,97.034,-60.613007,30.002806,88.759346,-30.974096,25.19181,91.4561,-62.47545,26.438507,84.07104,-28.457859,24.163788,88.621475,-55.76516,1.1897337,2.3029408,3.7999578,-1.1897402,-2.3029408,-3.7999578,-2.3172195,23.634186,81.15606,-9.546595,23.773321,52.262962,-3.231089,33.96043,183.00697,-7.61116,32.630135,146.15652,-2.6942832,33.263702,194.29541,-7.684586,32.108585,156.55972,-5.0266113,37.72614,192.8383,-9.610913,40.417606,153.10403
732,pushups_down,54.843075,-1.8021514,-36.841328,56.89006,-6.40216,-35.93757,56.84364,-7.27476,-35.93923,56.758743,-8.091196,-35.952087,56.68688,-5.032707,-42.16229,56.516926,-4.9177446,-42.170296,56.297863,-4.746527,-42.17233,54.61203,-11.2992,-23.971153,54.133766,-6.662031,-52.199387,51.900166,-1.8668679,-30.856318,51.69909,-0.7914669,-38.994892,41.440716,-17.336508,-3.8422036,34.465824,-7.92608,-55.376476,31.424284,-17.60595,26.677967,17.815416,-11.759489,-49.85941,40.180706,13.265417,38.04374,23.449678,25.933805,-36.976738,46.171173,14.533843,37.458317,27.746838,30.744255,-42.407974,45.1846,14.973514,30.942873,29.948551,28.42627,-41.987766,42.587814,14.691213,35.396828,29.155373,25.939707,-36.56526,1.731484,-4.4219866,19.276598,-1.7314725,4.421998,-19.276598,-25.523153,2.3775754,47.40239,-30.979559,5.6617246,-0.034090966,-47.97269,-9.090366,80.9666,-57.637478,-4.676945,22.269077,-51.288807,-15.784531,83.95194,-61.1695,-11.603862,24.403708,-53.6438,7.3072166,79.68269,-61.68052,10.183049,13.9837265
733,pushups_down,50.442005,48.85222,-69.92344,52.814095,47.094543,-70.56206,53.148407,46.19486,-70.57393,53.499516,45.20567,-70.5963,52.081444,47.837612,-78.4433,51.86441,47.55744,-78.45823,51.61526,47.104347,-78.4515,52.975124,35.906216,-60.07464,49.86967,39.119724,-95.10578,48.505993,44.49725,-63.09502,47.715958,45.527706,-73.30305,45.919693,2.398163,-25.408688,30.378809,21.654629,-94.45994,38.108414,-3.2882745,34.65814,3.125482,25.886467,-78.058365,42.473366,23.718573,67.12405,16.561668,54.3732,-57.73292,46.73195,29.50867,68.68298,20.822496,59.600693,-65.68236,46.30508,31.653503,59.914524,23.117247,57.453285,-68.017555,44.242863,30.263332,64.27755,22.210674,54.49505,-58.141525,4.4531574,-5.44788,26.545153,-4.453167,5.44788,-26.545153,-25.877258,-10.268994,89.77866,-36.84926,0.424546,13.994243,-49.16765,-22.911345,163.8679,-65.015076,-9.907397,51.89346,-52.195377,-28.31381,171.52025,-71.06916,-15.409631,55.390907,-50.55867,-2.2924104,168.56339,-64.68531,15.370011,40.266113
734,pushups_down,56.419407,7.5792828,5.950338,57.214916,3.2320051,8.467814,57.089954,2.5038552,8.470465,56.955414,1.7150382,8.464151,57.158638,3.6672928,0.7635699,57.020386,3.322553,0.7567686,56.85769,2.9337478,0.75111425,54.506992,-2.6907337,24.421698,54.4796,-0.0065745553,-10.639261,54.043926,8.681707,13.214199,54.138786,8.908494,2.9080207,37.164707,-16.26207,48.560314,42.190273,6.123702,-30.48631,26.57139,-31.392998,103.08124,30.277237,3.7065961,-75.4135,28.300756,-6.0603304,156.48016,33.370773,35.633816,-117.6327,30.556461,-3.9952292,168.80495,37.74746,37.005898,-127.06754,31.17139,-0.24462524,161.88713,38.613888,34.613064,-119.469894,30.529615,-0.5094921,155.53885,37.241142,33.46561,-115.07721,0.09716531,-7.8363953,25.995514,-0.09716531,7.8364096,-25.995514,-27.32783,-7.654293,36.40245,-29.617596,9.929737,-18.596502,-56.094994,-9.340588,51.67655,-59.218197,-0.42843944,-21.182741,-61.819,-12.634685,52.789898,-65.22302,-3.5063095,-21.617035,-54.52947,9.0524435,46.974205,-57.781815,21.104912,-32.359325
735,pushups_down,-51.900494,14.561494,4.6280155,-54.231853,11.758577,-0.476923,-54.286446,11.151067,-0.49378866,-54.341526,10.529919,-0.5043958,-54.139416,12.128099,5.8889947,-54.11736,11.796932,5.883531,-54.106037,11.420777,5.8647256,-53.259586,6.888245,-10.335166,-52.75302,8.326371,17.704102,-49.94402,13.236326,2.2908223,-49.741238,13.913247,10.454332,-41.303974,0.072055444,-25.03942,-38.601433,-3.961356,39.218567,-23.7722,-7.154295,-54.34984,-21.234447,-16.039429,64.13157,-27.673738,27.546259,-77.4102,-24.685131,4.79007,82.65053,-31.877888,28.6973,-82.98686,-30.062288,1.8890897,87.38052,-32.734253,27.736933,-76.8126,-29.874697,7.254707,83.21965,-31.76723,26.688206,-75.06587,-27.869617,7.2375402,81.191154,-0.24215177,2.9742706,-20.51119,0.24215177,-2.9742706,20.51119,29.569483,-0.8117219,-21.393444,29.211578,-2.7608142,16.802015,59.740883,-6.987663,-23.621843,56.869328,-8.5487,17.14344,64.80978,-12.352461,-24.220177,63.545628,-13.343087,16.336575,60.801388,13.877077,-39.432735,58.813637,11.070532,4.6191697
736,pushups_down,-55.753525,33.366417,-28.833351,-57.581375,30.301508,-34.82758,-57.157265,30.228895,-34.830246,-56.715614,30.162212,-34.84643,-58.222717,28.862047,-30.717648,-58.220238,27.733305,-30.738766,-58.214073,26.569489,-30.77132,-54.11892,25.253578,-48.754993,-55.82338,19.197535,-31.060991,-51.80094,31.672672,-32.269073,-52.458427,30.104786,-27.129702,-32.19467,26.356915,-48.930584,-45.157722,-5.945941,-25.686026,-5.8901772,24.759666,-35.26302,-28.352291,-21.245216,1.7465919,-10.37125,38.100872,-15.61248,-26.060629,-4.51933,25.570366,-10.49904,42.84129,-17.307241,-26.95693,-3.6920483,27.255848,-15.44586,37.797935,-18.018242,-26.994816,0.48164123,23.194641,-15.263171,34.975002,-15.5632305,-25.71888,1.4078108,24.663912,3.8528013,9.781286,-10.526571,-3.8528113,-9.781296,10.526571,19.87523,1.5417615,33.547005,12.817205,-9.542983,52.05701,38.758224,-4.2378435,70.69298,29.966137,-15.640659,94.239136,43.11779,-8.042843,74.94352,34.220375,-19.72889,99.219,33.57996,2.7940645,77.64811,29.863867,-6.2136436,107.90502
737,pushups_down,-52.756927,11.472044,-11.212175,-55.3851,7.7658677,-17.978855,-55.32646,6.956524,-17.981045,-55.263966,6.1094203,-17.985252,-55.59652,8.195956,-9.741952,-55.681957,7.7186465,-9.755673,-55.782585,7.1842937,-9.7789955,-53.18166,-0.21173611,-32.87938,-53.79737,0.96517754,3.7589297,-49.91844,9.734993,-15.236594,-50.081272,10.451918,-4.649274,-38.89703,-3.457591,-47.5083,-40.62502,-5.2740755,27.917381,-26.818535,4.1010475,-66.10536,-32.163197,13.5359,60.529453,-33.431427,15.18449,-62.268044,-35.74571,23.540092,85.07623,-35.398693,16.357533,-66.67044,-37.8903,26.499733,90.54724,-36.65133,15.877594,-65.904434,-37.90702,23.768772,86.853065,-35.56948,13.732383,-61.632145,-37.645416,22.847103,83.92496,0.5380074,2.124006,-26.101948,-0.5379929,-2.124006,26.101948,27.459175,6.9507456,-21.866879,26.420256,1.7521605,30.527534,56.1325,0.7866795,-10.984235,53.254086,-3.0243394,41.66984,60.901363,-5.2910194,-9.947177,59.02896,-8.198801,42.30046,60.87458,24.138943,-20.562332,57.621967,16.93662,33.60945
738,pushups_down,-55.233265,-3.1711075,-11.34196,-58.00516,-8.735303,-17.16427,-57.929867,-8.902074,-17.164793,-57.77273,-8.845595,-17.169382,-58.181553,-9.41142,-10.024956,-58.219284,-10.095577,-10.032231,-58.150948,-10.544359,-10.047973,-55.089073,-10.314811,-31.70058,-55.41963,-13.213224,-0.6090049,-52.34693,-1.5628072,-15.571793,-52.485348,-2.2887642,-6.5461593,-38.3755,-4.071972,-41.476776,-37.78469,-20.415249,21.049492,-23.508251,15.876114,-36.67939,-21.625484,-9.697084,45.61354,-33.113785,18.166857,-14.329572,-26.136723,-3.2833505,62.80371,-38.37924,22.3011,-14.739214,-28.157143,-3.7419763,66.12338,-37.318375,16.697004,-13.757214,-29.46221,-2.960795,64.079704,-36.346622,15.8780575,-12.898226,-28.622389,-2.094952,62.198185,0.37919998,6.004553,-20.889235,-0.37919128,-6.004553,20.889235,29.481108,9.811937,-8.894272,27.154106,2.4696481,35.211483,59.3481,9.694659,-3.150736,52.360226,3.013066,54.1179,65.43311,6.726494,-2.681289,59.14069,0.4808758,55.63241,58.427925,28.805695,-12.564545,51.9914,19.727528,54.225178
739,pushups_down,55.27733,8.295123,13.261787,56.73871,3.6780174,15.454024,56.627644,3.0289698,15.4495,56.525387,2.321561,15.433234,56.726994,4.0183997,8.783205,56.61868,3.6937673,8.782323,56.499447,3.3357632,8.798867,54.0596,-2.0703506,29.936937,54.103893,0.443468,-1.00736,52.85686,8.933531,19.720207,52.669125,9.124798,10.614893,36.174713,-14.919315,51.323666,42.8393,2.3978941,-20.319323,21.494701,-20.979368,99.99134,31.085407,9.986866,-69.48744,26.019567,-1.1806489,143.79062,34.874664,34.39489,-115.18349,28.505075,-3.9997392,155.21057,38.99237,35.804283,-125.10948,30.03316,1.240592,147.01546,39.748497,32.607765,-115.81031,29.335234,3.4163232,142.28831,38.397007,31.452614,-112.288155,-1.0166658,-6.2171273,22.85003,1.0166658,6.2171273,-22.85003,-30.467016,10.613665,38.407604,-32.414326,26.502398,-29.169712,-60.333126,8.633271,58.69338,-63.52181,25.179604,-37.08896,-64.81785,3.7591815,59.855217,-68.338585,18.254488,-37.92864,-63.90328,23.956282,49.172554,-72.35642,38.93024,-52.895973
740,pushups_down,54.678005,14.246427,10.78925,56.250053,9.9329195,14.156503,56.17465,9.272828,14.159221,56.09069,8.629371,14.159855,56.319595,10.086974,5.120414,56.30209,9.564728,5.112312,56.268112,9.075466,5.104226,53.855495,2.7547145,32.11098,54.12089,4.7719426,-8.475154,52.029152,13.333959,18.52704,52.220905,13.439891,6.7008414,36.758266,-9.757586,59.804638,42.865715,2.0103374,-31.407803,19.37069,-10.945968,63.121914,24.096432,-1.5682807,-52.543198,26.148563,12.7343025,49.787666,30.609503,30.150232,-50.812836,31.937593,12.265967,51.889126,37.242374,33.005966,-56.253445,32.83752,13.510747,48.092632,38.16011,29.326597,-49.484837,30.825659,14.452176,47.490097,36.233253,28.135618,-47.71802,0.034214005,-4.21109,28.831451,-0.034228124,4.211076,-28.831451,-31.41121,4.7132435,25.917316,-32.67048,11.106772,-27.092897,-64.33424,2.8954394,29.600693,-65.44474,6.853716,-26.19799,-70.774284,-1.4499931,28.659416,-72.393326,1.3330611,-26.686743,-63.745956,25.627602,15.223676,-64.989746,30.288813,-42.966843
741,pushups_down,54.487617,7.7691197,7.962987,55.970806,3.6997058,10.698435,55.849922,3.1295128,10.697985,55.715656,2.5467317,10.702914,56.001575,3.6940706,2.908762,55.932217,3.1765337,2.8990285,55.861973,2.645453,2.900234,53.336407,-2.0408707,27.353373,53.677536,-1.2088892,-7.8118086,51.9175,8.112391,15.207633,52.132996,8.298998,4.955863,37.49718,-10.4641,52.105667,41.69662,-0.864676,-27.91638,21.446634,-23.488981,83.131134,27.058619,-8.109103,-64.19943,23.896774,-1.4147625,104.905365,30.540995,25.382227,-93.44693,28.336302,-0.19502327,111.836586,35.064785,29.008202,-102.30681,29.977278,1.7710859,103.62854,35.945194,26.367294,-93.55357,28.328886,2.682218,102.18957,34.407215,25.034391,-90.29895,0.14798765,-3.9258301,28.020817,-0.14798765,3.9258447,-28.020817,-29.260603,1.2267793,39.424294,-31.778166,7.205025,-35.843857,-55.776394,-12.610472,57.92589,-64.214066,-4.3572917,-49.497704,-60.884,-19.538094,58.66016,-69.625626,-11.519018,-51.78871,-59.83724,5.894503,51.008533,-68.98818,17.756302,-68.23767
742,pushups_down,-46.712566,57.08403,-64.16143,-47.819702,54.396526,-72.08977,-47.25446,53.956383,-72.067,-46.636234,53.602325,-72.07637,-48.986103,54.337036,-65.82005,-49.208157,53.745087,-65.84335,-49.37778,53.168655,-65.868126,-43.58887,46.64746,-88.54443,-47.15728,46.0577,-61.2193,-42.646835,55.75836,-68.0111,-44.194336,55.720184,-60.178734,-19.469719,34.22322,-81.299225,-42.314213,16.59751,-37.45722,2.8830712,37.857582,-57.076233,-40.17988,28.475437,10.136058,-16.396685,55.347008,-22.860413,-47.446285,55.56505,40.252422,-18.062641,63.60817,-26.10434,-51.489647,61.27726,41.489162,-22.220747,59.580605,-27.133358,-49.817,62.707607,37.164295,-22.46184,56.92016,-22.439724,-47.12683,61.45072,39.163467,4.6498404,5.2668347,-19.435762,-4.6498404,-5.266826,19.435762,32.431637,15.145376,23.2627,1.0166726,-2.886325,109.63025,61.83812,1.4498644,51.054787,12.445553,-12.865994,186.48727,66.44876,-5.6369734,54.28466,17.245691,-18.652437,194.7545,67.14111,24.84751,44.10394,15.101597,-0.7126751,204.67314
743,pushups_down,-51.844753,53.08699,-73.23863,-53.479298,49.16028,-81.9191,-53.074272,48.377754,-81.89832,-52.643997,47.675125,-81.91706,-54.411488,49.473686,-73.77162,-54.63794,48.811417,-73.80664,-54.866154,48.15918,-73.837975,-50.30912,39.275917,-100.28684,-53.31896,40.00155,-64.20518,-48.290886,49.899956,-77.56736,-49.24588,50.860043,-67.319176,-26.811758,21.238003,-90.060875,-45.115906,13.7821455,-37.884632,-4.0292583,13.43475,-72.03343,-46.299603,30.549578,14.455888,-20.24879,42.197346,-43.315773,-54.696537,59.177654,46.24626,-23.410131,50.945026,-46.284103,-61.257053,67.76556,48.4594,-26.749754,47.655113,-45.80322,-60.628204,67.191956,42.982323,-26.455173,44.673786,-42.007782,-55.06701,65.454636,44.780262,4.320098,4.906788,-22.891237,-4.320098,-4.906797,22.891237,38.429516,10.558061,-3.3726509,12.034552,-2.7545497,119.252075,72.56878,-4.5526857,6.636898,19.988758,-20.853992,206.39275,77.834175,-12.951461,8.017276,25.942177,-26.556528,215.72383,76.314926,18.558567,-8.80845,24.827639,-15.416832,224.61903
744,pushups_down,-50.569706,37.5029,-100.697395,-52.781033,34.675854,-107.901695,-52.4179,33.21746,-107.906654,-52.158554,31.832405,-107.94567,-53.45765,37.10172,-99.25166,-53.64384,37.39968,-99.302986,-53.83112,37.795242,-99.341995,-51.067924,25.936403,-118.5665,-52.330677,33.99116,-80.47192,-47.328957,32.620953,-102.2308,-47.984486,36.101696,-91.32116,-33.31952,14.992817,-117.984985,-43.431404,7.5747595,-43.771526,-9.304386,23.47659,-116.95466,-24.401955,0.93913007,22.171957,-13.129158,64.09541,-98.690254,-23.262735,12.597246,80.2863,-13.7182865,70.19691,-104.400185,-23.410963,14.062086,88.613,-17.755085,66.98945,-102.844795,-24.431185,17.17608,82.08089,-17.422146,65.06632,-97.14586,-23.70833,16.89178,79.221565,2.1098108,-1.8367251,-24.797235,-2.1098108,1.8367251,24.797235,30.034096,-5.426699,23.5521,25.12463,-7.010764,73.02942,51.628822,-22.155283,73.71061,48.42158,-23.826313,129.51321,58.73406,-31.890244,78.885765,50.737877,-31.143867,135.75175,56.28423,-5.692909,65.18785,52.31448,-8.028193,131.09291
745,pushups_down,53.682125,16.43338,-19.531557,55.303116,12.602566,-19.086054,55.25133,12.408261,-19.10039,55.18415,12.223201,-19.126226,56.095093,11.117806,-24.320368,55.8117,10.4884405,-24.325596,55.573254,9.9490385,-24.361992,54.571854,11.324725,-10.546101,53.46672,8.841164,-33.885357,51.121204,17.16162,-14.807081,49.351425,12.688316,-21.530432,40.57729,12.519383,4.5856123,37.721634,3.8903182,-34.085457,24.42284,-7.88209,34.05459,17.07909,-22.470423,-44.36163,22.463442,11.712557,53.411366,19.826153,18.24797,-53.275692,22.137707,16.319925,55.457687,22.199484,22.75305,-58.11063,23.362682,19.160023,50.455387,24.788923,23.31552,-53.93736,23.247484,17.20548,51.903976,24.00983,21.646011,-51.21014,1.778903,0.6145538,11.403269,-1.7789059,-0.6145538,-11.403269,-24.908777,3.9976635,16.742765,-29.330517,12.667118,-5.4741645,-45.59344,1.5745702,42.790565,-50.77272,1.3603095,15.782118,-48.317604,-1.8871734,44.907978,-53.088768,-2.2708275,18.616985,-51.201492,8.813253,36.018383,-57.688583,6.6078672,9.898039
